"id"	"label"	"degree"	"community"	"group"	"gene_type"	"description"
"AT5G40510"	"AT5G40510"	1	6	6	"Target Gene"	"Sucrase/ferredoxin-like family protein"
"AT1G69890"	"AT1G69890"	2	11	11	"Target Gene"	"actin cross-linking protein (DUF569)"
"AT1G52200"	"AT1G52200"	2	6	6	"Target Gene"	"PLAC8 family protein"
"AT5G08350"	"AT5G08350"	2	11	11	"Target Gene"	"Mutants have decreased tolerance to cold and oxidative stress. Gene expression induced by drought and ABA."
"AT1G68850"	"AT1G68850"	1	9	9	"Target Gene"	"Peroxidase superfamily protein"
"AT4G09432"	"AT4G09432"	1	2	2	"Target Gene"	"Natural antisense transcript overlaps with AT4G09430"
"AT5G14740"	"CA2"	3	18	18	"Target Gene"	"Encodes a beta carbonic anhydrase likely to be localized in the cytoplasm.  Expression of its mRNA is seen in etiolated seedlings and points to a possible nonphotosynthetic role for this isoform."
"AT1G24140"	"AT3-MMP"	3	1	1	"Target Gene"	"Matrixin family protein"
"AT4G04223"	"AT4G04223"	1	9	9	"Target Gene"	"other_RNA"
"AT5G13580"	"ABCG6"	1	8	8	"Target Gene"	"Belongs to a clade of five Arabidopsis thaliana ABCG half-transporters that are required for synthesis of an effective suberin barrier in roots and seed coats (ABCG2, ABCG6, and ABCG20) and for synthesis of an intact pollen wall (ABCG1 and ABCG16)."
"AT2G36750"	"UGT73C1"	1	6	6	"Target Gene"	"UDP-glucosyl transferase 73C1"
"AT1G35210"	"AT1G35210"	2	13	13	"Target Gene"	"hypothetical protein"
"AT4G21070"	"BRCA1"	3	4	4	"Target Gene"	"Encodes AtBRCA1, an ortholog of the human breast cancer susceptibility gene 1. Contains one N-terminal RING finger, two C-terminal BRCT and the p300/CBP interacting domain. Strongly induced by gamma rays, consistent with a putative role in DNA repair and in cell cycle control."
"AT2G46600"	"AT2G46600"	1	2	2	"Target Gene"	"Calcium-binding EF-hand family protein"
"AT5G49480"	"CP1"	1	6	6	"Target Gene"	"AtCP1 encodes a novel Ca2+-binding protein, which shares sequence similarities with calmodulins. The expression of AtCP1 is induced by NaCl. The mRNA is cell-to-cell mobile."
"AT1G76790"	"IGMT5"	1	10	10	"Target Gene"	"Encodes a protein with similarity to N-acetylserotonin O-methyltransferase (ASMT) but it does not have ASMT activity in vitro."
"AT1G33140"	"PGY2"	3	4	4	"Target Gene"	"Encodes ribosomal protein L9. Identified in a screen for enhancers of as1. as1/pgy double mutants show defects in leaf vascular patterning and  adaxial cell fate. Double mutant analysis indicates pgy genes function in the same pathway as REV, KAN1 and KAN2. The mRNA is cell-to-cell mobile."
"AT3G14200"	"AT3G14200"	1	7	7	"Target Gene"	"Chaperone DnaJ-domain superfamily protein"
"AT5G01600"	"FER1"	1	6	6	"Target Gene"	"Encodes  a ferretin protein that is targeted to the chloroplast. Member of a Ferritin gene family. Gene expression is induced in response to iron overload and by nitric oxide. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress."
"AT1G32310"	"SAMBA"	2	18	18	"Target Gene"	"Encodes a plant-specific negative regulator of the APC/C complex. It is expressed during embryogenesis and early plant development and plays a key role in organ size control. Mutants are defective in mitosis I of pollen development, resulting in pollen without sperm nuclei."
"AT2G15960"	"AT2G15960"	2	11	11	"Target Gene"	"Unknown protein. Expression decreased in response to proline."
"AT4G16690"	"MES16"	1	11	11	"Target Gene"	"Encodes a protein shown to have carboxylesterase activity, methyl IAA esterase activity, and methyl jasmonate esterase activity in vitro. This protein does not act on MeSA, MeGA4, or MEGA9 in vitro. Although MES16 is similar to MES17, a MeIAA hydrolase, two mes16 mutant lines (SALK_151578) and (SALK_139756) do not show altered sensitivity to MeIAA in root growth assays. MES16 transcripts appear to be more than 10-fold less abundant than those of MES17 in roots."
"AT4G01870"	"AT4G01870"	1	6	6	"Target Gene"	"tolB protein-like protein"
"AT1G33960"	"AIG1"	1	2	2	"Target Gene"	"Identified as a gene that is induced by avirulence gene avrRpt2 and RPS2 after infection with Pseudomonas syringae pv maculicola strain ES4326 carrying avrRpt2"
"AT5G50890"	"AT5G50890"	2	13	13	"Target Gene"	"alpha/beta-Hydrolases superfamily protein"
"AT3G16380"	"A"	1	2	2	"Target Gene"	"polyadenylate-binding protein, putative / PABP, putative, similar to polyadenylate-binding protein (poly(A)-binding protein) from {Arabidopsis thaliana} SP:P42731, (Cucumis sativus) GI:7528270, {Homo sapiens} SP:Q13310, {Arabidopsis thaliana} SP:Q05196"
"AT1G29510"	"SAUR67"	1	7	7	"Target Gene"	"This locus was referred to as SAUR68 in PMID:17948056 but the nomenclature should be SAUR67."
"AT2G34790"	"MEE23"	1	29	29	"Target Gene"	"Encodes a BBE-like enzyme that acts in monolignol metabolism by catalyzing the oxidation of aromatic allylic alcohols, such as coumaryl-, sinapyl-, and coniferyl alcohol, to the corresponding aldehydes."
"AT1G30700"	"ATBBE8"	1	4	4	"Target Gene"	"FAD-binding Berberine family protein"
"AT1G04778"	"AT1G04778"	2	2	2	"Target Gene"	"hypothetical protein"
"AT1G21120"	"IGMT2"	2	2	2	"Target Gene"	"O-methyltransferase family protein"
"AT1G66700"	"PXMT1"	1	7	7	"Target Gene"	"A member of the Arabidopsis SABATH methyltransferase gene family.  Encodes PXMT1, a methyltransferase that methylates 1,7-paraxanthine."
"AT4G21400"	"RECEPTOR-LIKE PROTEIN KINASE"	1	10	10	"Target Gene"	"Encodes a cysteine-rich receptor-like protein kinase."
"AT2G41700"	"ABCA1"	2	10	10	"Target Gene"	"ATP-binding cassette A1"
"AT3G51238"	"AT3G51238"	1	2	2	"Target Gene"	"Natural antisense transcript overlaps with AT3G51240"
"AT5G20790"	"AT5G20790"	1	14	14	"Target Gene"	"transmembrane protein"
"AT4G19170"	"NCED4"	1	6	6	"Target Gene"	"chloroplast-targeted member of a family of  enzymes similar to nine-cis-epoxycarotenoid dioxygenase The mRNA is cell-to-cell mobile."
"ATCG00170"	"RPOC2"	1	10	10	"Target Gene"	"RNA polymerase beta' subunit-2"
"AT4G38552"	"AT4G38552"	1	2	2	"Target Gene"	"Natural antisense transcript overlaps with AT4G38550"
"AT3G29000"	"AT3G29000"	2	1	1	"Target Gene"	"Calcium-binding EF-hand family protein"
"AT4G02290"	"GH9B13"	2	10	10	"Target Gene"	"glycosyl hydrolase 9B13"
"AT2G48140"	"EDA4"	1	10	10	"Target Gene"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"AT5G66580"	"AT5G66580"	2	7	7	"Target Gene"	"hypothetical protein"
"AT5G39050"	"PMAT1"	2	16	16	"Target Gene"	"Encodes a malonyltransferase that may play a role in phenolic xenobiotic detoxification."
"AT4G28940"	"AT4G28940"	1	8	8	"Target Gene"	"Phosphorylase superfamily protein"
"AT1G79110"	"BRG2"	2	13	13	"Target Gene"	"Encodes one of the BRGs (BOI-related gene) involved in resistance to Botrytis cinerea."
"AT5G44572"	"AT5G44572"	1	16	16	"Target Gene"	"transmembrane protein"
"AT2G43375"	"AT2G43375"	1	6	6	"Target Gene"	"other_RNA"
"AT4G29950"	"AT4G29950"	3	11	11	"Target Gene"	"Ypt/Rab-GAP domain of gyp1p superfamily protein"
"AT4G12910"	"SCPL20"	1	6	6	"Target Gene"	"serine carboxypeptidase-like 20"
"AT3G25190"	"VTL5"	1	6	6	"Target Gene"	"The gene encodes nodulin-like21 whose transcript abundance was repressed under conditions of Fe-deficient growth."
"AT4G30290"	"XTH19"	3	15	15	"Target Gene"	"Encodes a xyloglucan endotransglucosylase/hydrolase with only only the endotransglucosylase (XET"
"AT2G21330"	"FBA1"	1	18	18	"Target Gene"	"fructose-bisphosphate aldolase 1"
"AT5G20860"	"AT5G20860"	1	13	13	"Target Gene"	"Plant invertase/pectin methylesterase inhibitor superfamily"
"AT5G55620"	"AT5G55620"	2	7	7	"Target Gene"	"hypothetical protein"
"AT3G53960"	"AT3G53960"	2	2	2	"Target Gene"	"Major facilitator superfamily protein"
"AT4G15490"	"UGT84A3"	2	6	6	"Target Gene"	"Encodes a protein that might have sinapic acid:UDP-glucose glucosyltransferase activity."
"AT5G23750"	"AT5G23750"	1	7	7	"Target Gene"	"Remorin family protein"
"AT2G06850"	"XTH4"	1	11	11	"Target Gene"	"endoxyloglucan transferase (EXGT-A1) gene"
"AT1G73010"	"PS2"	1	5	5	"Target Gene"	"Encodes PPsPase1, a pyrophosphate-specific phosphatase catalyzing the specific cleavage of pyrophosphate (Km 38.8 uM) with an alkaline catalytic pH optimum. Expression is upregulated in the shoot of cax1/cax3 mutant."
"AT3G07350"	"AT3G07350"	5	11	11	"Target Gene"	"sulfate/thiosulfate import ATP-binding protein, putative (DUF506)"
"AT4G33610"	"AT4G33610"	1	10	10	"Target Gene"	"glycine-rich protein"
"AT1G69230"	"SP1L2"	1	6	6	"Target Gene"	"SPIRAL1-LIKE2 belongs to a six-member gene family in Arabidopsis"
"AT5G61820"	"AT5G61820"	1	4	4	"Target Gene"	"stress up-regulated Nod 19 protein"
"AT3G26240"	"AT3G26240"	4	11	11	"Target Gene"	"Cysteine/Histidine-rich C1 domain family protein. Accumulation of this protein is regulated by a cis-Natural Antisense RNA (cis-NAT)."
"AT3G05200"	"ATL6"	3	2	2	"Target Gene"	"Encodes a putative RING-H2 zinc finger protein ATL6 (ATL6). The mRNA is cell-to-cell mobile."
"AT2G28120"	"OTU"	1	11	11	"Target Gene"	"Major facilitator superfamily protein"
"AT4G14040"	"SBP2"	1	4	4	"Target Gene"	"selenium-binding protein 2"
"AT2G24980"	"EXT6"	1	9	9	"Target Gene"	"Proline-rich extensin-like family protein"
"AT4G27460"	"CBSX5"	4	2	2	"Target Gene"	"Cystathionine beta-synthase (CBS) family protein"
"AT4G23190"	"RECEPTOR-LIKE PROTEIN KINASE"	1	30	30	"Target Gene"	"Encodes putative receptor-like protein kinase that is induced by the soil-borne vascular bacteria, Ralstonia solanacearum. Naming convention from Chen et al 2003 (PMID 14756307)"
"AT1G26210"	"SOFL1"	1	4	4	"Target Gene"	"AtSOFL1 acts redundantly with AtSOFL2 as positive regulator of cytokinin levels."
"AT3G29030"	"EXPA5"	1	11	11	"Target Gene"	"Encodes an expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)"
"AT4G26950"	"AT4G26950"	2	2	2	"Target Gene"	"senescence regulator (Protein of unknown function, DUF584)"
"AT5G25240"	"AT5G25240"	1	11	11	"Target Gene"	"stress induced protein"
"AT4G26520"	"FBA7"	2	12	12	"Target Gene"	"Aldolase superfamily protein"
"AT5G15120"	"PCO1"	1	2	2	"Target Gene"	"2-aminoethanethiol dioxygenase, putative (DUF1637)"
"AT4G27280"	"CMI1"	1	13	13	"Target Gene"	"EF-hand Ca2 + -binding protein, which is a Ca2+-dependent transducer of auxin-regulated gene expression and interacts with ICR1."
"AT3G21870"	"CYCP2;1"	1	11	11	"Target Gene"	"cyclin p2"
"AT5G50450"	"AT5G50450"	2	11	11	"Target Gene"	"HCP-like superfamily protein with MYND-type zinc finger"
"AT5G20150"	"SPX1"	2	10	10	"Target Gene"	"Expression is upregulated in the shoot of cax1/cax3 mutant. Additionally, its expression is responsive to both phosphate (Pi) and phosphite (Phi) in both roots and shoots. The mRNA is cell-to-cell mobile."
"AT3G45080"	"AT3G45080"	1	6	6	"Target Gene"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT2G23540"	"AT2G23540"	1	10	10	"Target Gene"	"GDSL-motif  esterase/acyltransferase/lipase. Enzyme group with broad substrate specificity that may catalyze acyltransfer or hydrolase reactions with lipid and non-lipid substrates."
"AT3G44735"	"PSK3"	2	4	4	"Target Gene"	"Phytosulfokine 3 precursor, coding for a unique plant peptide growth factor."
"AT1G09240"	"NAS3"	1	4	4	"Target Gene"	"Encodes a nicotianamine synthase."
"AT2G01010"	"AT2G01010"	4	13	13	"Target Gene"	"rRNA"
"AT4G16980"	"AT4G16980"	1	10	10	"Target Gene"	"arabinogalactan-protein family"
"AT1G70530"	"RECEPTOR-LIKE PROTEIN KINASE"	1	6	6	"Target Gene"	"Encodes a cysteine-rich receptor-like protein kinase."
"AT5G26270"	"AT5G26270"	1	9	9	"Target Gene"	"transmembrane protein"
"AT4G23200"	"RECEPTOR-LIKE PROTEIN KINASE"	1	12	12	"Target Gene"	"Encodes a cysteine-rich receptor-like protein kinase."
"AT3G47800"	"AT3G47800"	2	11	11	"Target Gene"	"Galactose mutarotase-like superfamily protein"
"AT1G06090"	"AT1G06090"	1	4	4	"Target Gene"	"Fatty acid desaturase family protein"
"AT2G02120"	"PDF2.1"	1	18	18	"Target Gene"	"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2. Mediates ammonium metabolism by regulatingglutamine synthetase activity."
"AT4G11360"	"RHA1B"	1	12	12	"Target Gene"	"Encodes a putative RING-H2 finger protein RHA1b. The mRNA is cell-to-cell mobile."
"AT4G21410"	"RECEPTOR-LIKE PROTEIN KINASE"	1	4	4	"Target Gene"	"Encodes a cysteine-rich receptor-like protein kinase."
"AT1G15040"	"GAT1_2.1"	1	13	13	"Target Gene"	"Encodes a nitrogen regulated putative glutamine amidotransferase that represses shoot branching."
"AT4G03210"	"XTH9"	1	18	18	"Target Gene"	"encodes a member of xyloglucan endotransglucosylase/hydrolases (XTHs) that catalyze the cleavage and molecular grafting of xyloglucan chains function in loosening and rearrangement of the cell wall. Gene is expressed in shoot apex region, flower buds, flower stalks and internodes bearing flowers."
"AT5G63340"	"AT5G63340"	1	4	4	"Target Gene"	"hypothetical protein"
"AT3G23550"	"DTX18"	2	5	5	"Target Gene"	"MATE efflux family protein"
"AT2G36800"	"DOGT1"	1	16	16	"Target Gene"	"Encodes a DON-Glucosyltransferase.  The UGT73C5 glucosylates both brassinolide and castasterone in the 23-O position. The enzyme is presumably involved in the homeostasis of those steroid hormones hence regulating BR activity. Transgenic plants overexpressing UGT73C5 show a typical BR-deficient phenotype."
"AT2G22240"	"MIPS2"	1	16	16	"Target Gene"	"** Referred to as MIPS1 in Mitsuhashi et al 2008. Myo-inositol-1-phosphate synthase isoform 2. Expressed in leaf, root and silique. Immunolocalization experiments with an antibody recognizing MIPS1, MIPS2, and MIPS3 showed endosperm localization."
"AT5G37478"	"TPXL6"	1	6	6	"Target Gene"	"TPX2 (targeting protein for Xklp2) protein family"
"AT3G10120"	"AT3G10120"	1	11	11	"Target Gene"	"hypothetical protein"
"AT5G57640"	"AT5G57640"	1	14	14	"Target Gene"	"GCK domain-containing protein"
"AT1G10150"	"AT1G10150"	1	11	11	"Target Gene"	"Carbohydrate-binding protein"
"AT3G18560"	"AT3G18560"	2	6	6	"Target Gene"	"hypothetical protein"
"ATCG00730"	"PETD"	1	6	6	"Target Gene"	"A chloroplast gene encoding subunit IV of the cytochrome b6/f complex"
"AT5G06320"	"NHL3"	1	2	2	"Target Gene"	"encodes a protein whose sequence is similar to tobacco hairpin-induced gene (HIN1) and Arabidopsis non-race specific disease resistance gene (NDR1). Expression of this gene is induced by cucumber mosaic virus, spermine and Pseudomonas syringae pv. tomato DC3000. The gene product is localized to the plasma membrane."
"AT3G01290"	"HIR2"	1	1	1	"Target Gene"	"SPFH/Band 7/PHB domain-containing membrane-associated protein family"
"AT5G54710"	"AT5G54710"	1	2	2	"Target Gene"	"Ankyrin repeat family protein"
"AT1G67265"	"RTFL21"	2	12	12	"Target Gene"	"ROTUNDIFOLIA like 21"
"AT3G52060"	"GNTL"	1	11	11	"Target Gene"	"Encodes a plasmodesmal glycosyltransferase-like protein.  Mutation results in defects in seed germination and delayed plant growth."
"AT1G13245"	"RTFL17"	2	11	11	"Target Gene"	"ROTUNDIFOLIA like 17"
"AT2G21210"	"SAUR6"	1	1	1	"Target Gene"	"Putative auxin-regulated protein whose expression is downregulated in response to chitin oligomers."
"AT3G56260"	"AT3G56260"	1	2	2	"Target Gene"	"hypothetical protein"
"AT1G13990"	"AT1G13990"	1	6	6	"Target Gene"	"plant/protein"
"AT4G10910"	"AT4G10910"	3	11	11	"Target Gene"	"hypothetical protein"
"ATCG00330"	"RPS14"	1	12	12	"Target Gene"	"30S chloroplast ribosomal protein S14"
"AT4G29690"	"AT4G29690"	1	14	14	"Target Gene"	"Alkaline-phosphatase-like family protein"
"AT4G24430"	"AT4G24430"	1	2	2	"Target Gene"	"Rhamnogalacturonate lyase family protein"
"AT3G55646"	"AT3G55646"	2	8	8	"Target Gene"	"TPRXL"
"AT5G14180"	"MPL1"	2	4	4	"Target Gene"	"Myzus persicae-induced lipase 1"
"AT3G13435"	"AT3G13435"	2	10	10	"Target Gene"	"transmembrane protein"
"AT2G25735"	"AT2G25735"	2	2	2	"Target Gene"	"hypothetical protein"
"AT1G54010"	"GLL23"	1	2	2	"Target Gene"	"GDSL-motif  esterase/acyltransferase/lipase. Enzyme group with broad substrate specificity that may catalyze acyltransfer or hydrolase reactions with lipid and non-lipid substrates."
"AT1G22690"	"AT1G22690"	1	2	2	"Target Gene"	"Gibberellin-regulated family protein"
"AT1G12110"	"NPF6.3"	1	4	4	"Target Gene"	"Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium. Affects flowering time via interaction with the FLC dependent flowering pathway to influence its target gene FT."
"AT2G22122"	"AT2G22122"	1	1	1	"Target Gene"	"hypothetical protein"
"AT5G10150"	"SOK2"	3	12	12	"Target Gene"	"SOK2 is a DUF966 domain containing protein of unknown function. Expressed in discrete domains of the PM. In root endodermis and embryo, expression is in inner basal edges  and in basal"
"AT1G49700"	"AT1G49700"	1	4	4	"Target Gene"	"Plant protein 1589 of unknown function"
"AT2G44230"	"AT2G44230"	1	13	13	"Target Gene"	"hypothetical protein (DUF946)"
"AT1G22400"	"UGT85A1"	1	6	6	"Target Gene"	"UDP-Glycosyltransferase superfamily protein"
"AT5G49740"	"FRO7"	2	12	12	"Target Gene"	"Encodes a chloroplast ferric chelate reductase.  Shows differential splicing and has three different mRNA products.  Expressed in the shoot, flower and cotyledon."
"AT1G15825"	"AT1G15825"	1	31	31	"Target Gene"	"hydroxyproline-rich glycoprotein family protein"
"AT2G15080"	"RLP19"	2	2	2	"Target Gene"	"receptor like protein 19"
"AT2G26190"	"IQM4"	2	2	2	"Target Gene"	"IQM4 is a plastid localized, Ca2+ independent calmodulin binding protein that is involved in promoting seed dormancy."
"AT2G32800"	"LECRK-S.2"	2	2	2	"Target Gene"	"protein kinase family protein"
"AT1G49200"	"ATL75"	1	11	11	"Target Gene"	"RING/U-box superfamily protein"
"AT4G38825"	"SAUR13"	1	2	2	"Target Gene"	"SAUR-like auxin-responsive protein family"
"AT3G55240"	"AT3G55240"	2	6	6	"Target Gene"	"Overexpression leads to PEL (Pseudo-Etiolation in Light) phenotype."
"AT3G06070"	"AT3G06070"	1	13	13	"Target Gene"	"hypothetical protein"
"AT1G17420"	"LOX3"	3	10	10	"Target Gene"	"LOX3 encode  a Lipoxygenase. Lipoxygenases (LOXs) catalyze the oxygenation of fatty acids (FAs)."
"AT1G30730"	"ATBBE11"	1	8	8	"Target Gene"	"FAD-binding Berberine family protein"
"AT4G18210"	"PUP10"	1	10	10	"Target Gene"	"Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane. The mRNA is cell-to-cell mobile."
"AT3G28580"	"AT3G28580"	2	1	1	"Target Gene"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT4G11190"	"AT4G11190"	1	32	32	"Target Gene"	"Disease resistance-responsive (dirigent-like protein) family protein"
"AT5G24880"	"AT5G24880"	1	6	6	"Target Gene"	"chromo domain cec-like protein"
"AT2G26010"	"PDF1.3"	2	16	16	"Target Gene"	"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2."
"AT4G10265"	"WIP3"	1	2	2	"Target Gene"	"Member of the wound-induced polypeptide (WIP) family."
"AT1G21360"	"GLTP2"	1	10	10	"Target Gene"	"glycolipid transfer protein 2"
"AT1G33610"	"AT1G33610"	2	1	1	"Target Gene"	"Leucine-rich repeat (LRR) family protein"
"AT1G12710"	"PP2-A12"	3	13	13	"Target Gene"	"This gene is predicted to encode a protein with a PP2 domain. This domain in present in lectins found in squash and cucumber, suggesting that this protein could potentially have carbohydrate binding capabilities."
"AT1G74000"	"SS3"	1	13	13	"Target Gene"	"encodes a protein similar to strictosidine synthase, which is involved in the production of monoterpene indole alkaloids. This gene belongs to a family of 13 members in Arabidopsis."
"AT3G15352"	"COX17"	1	4	4	"Target Gene"	"Encodes protein similar to yeast COX17, a copper-binding protein that mediates the delivery of Cu to the mitochondria for the assembly of a functional cytochrome oxidase complex."
"AT1G51800"	"IOS1"	2	3	3	"Target Gene"	"The gene encodes a putative member of  the LRR-RLK protein family. Expressin and mutant analysis revealed that it contributes to the interaction between Arabidopsis and Hyaloperonospora arabidopsidis.  and The mRNA is cell-to-cell mobile."
"AT4G02270"	"RHS13"	1	6	6	"Target Gene"	"root hair specific 13"
"AT5G44575"	"AT5G44575"	1	6	6	"Target Gene"	"hypothetical protein"
"AT3G27220"	"AT3G27220"	1	7	7	"Target Gene"	"Galactose oxidase/kelch repeat superfamily protein"
"AT4G38560"	"AT4G38560"	1	2	2	"Target Gene"	"phospholipase-like protein (PEARLI 4) family protein"
"AT3G44860"	"FAMT"	3	7	7	"Target Gene"	"Encodes a farnesoic acid carboxyl-O-methyltransferase. The mRNA is cell-to-cell mobile."
"AT5G38005"	"AT5G38005"	1	13	13	"Target Gene"	"other_RNA"
"AT3G48310"	"CYP71A22"	1	7	7	"Target Gene"	"putative cytochrome P450"
"AT3G20220"	"SAUR47"	1	4	4	"Target Gene"	"SAUR-like auxin-responsive protein family"
"AT2G46220"	"AT2G46220"	1	11	11	"Target Gene"	"DUF2358 family protein (DUF2358)"
"AT3G28930"	"AIG2"	1	1	1	"Target Gene"	"avrRpt2-induced gene that exhibits RPS2- and avrRpt2-dependent induction early after infection with Pseudomonas syringae pv maculicola strain ES4326 carrying avrRpt2"
"AT5G06900"	"CYP93D1"	1	10	10	"Target Gene"	"member of CYP93D"
"AT3G21670"	"NPF6.4"	1	15	15	"Target Gene"	"Major facilitator superfamily protein"
"AT2G19800"	"MIOX2"	2	11	11	"Target Gene"	"Encodes a myo-inositol oxygenase family gene."
"ATCG00130"	"ATPF"	2	10	10	"Target Gene"	"ATPase F subunit."
"AT5G22520"	"AT5G22520"	1	1	1	"Target Gene"	"hypothetical protein"
"AT4G34950"	"MFS1"	1	6	6	"Target Gene"	"Major facilitator superfamily protein"
"AT4G37925"	"NDHM"	2	10	10	"Target Gene"	"Encodes subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex (Ndh complex) present in the thylakoid membrane of chloroplasts. This subunit is thought to be required for Ndh complex assembly."
"AT5G42510"	"AT5G42510"	1	6	6	"Target Gene"	"Disease resistance-responsive (dirigent-like protein) family protein"
"AT2G29340"	"AT2G29340"	1	11	11	"Target Gene"	"NAD-dependent epimerase/dehydratase family protein"
"AT2G17050"	"AT2G17050"	1	10	10	"Target Gene"	"disease resistance protein (TIR-NBS-LRR class)"
"AT2G35380"	"AT2G35380"	1	7	7	"Target Gene"	"Peroxidase superfamily protein"
"AT5G42200"	"ATL23"	3	2	2	"Target Gene"	"RING/U-box superfamily protein"
"AT1G13610"	"AT1G13610"	1	10	10	"Target Gene"	"alpha/beta-Hydrolases superfamily protein"
"AT1G54040"	"ESP"	1	26	26	"Target Gene"	"Epithiospecifier protein, interacts with WRKY53. Involved in pathogen resistance and leaf senescence."
"AT4G15390"	"AT4G15390"	1	4	4	"Target Gene"	"HXXXD-type acyl-transferase family protein"
"AT5G14200"	"IMD1"	1	5	5	"Target Gene"	"The AtIMD1 is one out of 3 genes encoding the enzyme 3-isopropylmalate dehydrogenase involved in leucine biosynthesis in Arabidopsis. Its subcellular location has been targeted to plastids. Encodes methylthioalkylmalate dehydrogenase. Involved in glucosinolate biosynthesis, in methionine chain elongation. The mRNA is cell-to-cell mobile."
"AT1G58602"	"RPP7"	2	1	1	"Target Gene"	"LRR and NB-ARC domains-containing disease resistance protein"
"AT1G35350"	"AT1G35350"	2	6	6	"Target Gene"	"EXS (ERD1/XPR1/SYG1) family protein"
"AT3G23880"	"AT3G23880"	1	13	13	"Target Gene"	"F-box and associated interaction domains-containing protein"
"AT1G52790"	"AT1G52790"	1	4	4	"Target Gene"	"encodes a putative oxidoreductase, 2OG-Fe(II) oxygenase family protein, similar to GS-AOP loci (GI:16118889, GI:16118887, GI:16118891, GI:16118893)"
"AT3G62040"	"AT3G62040"	1	5	5	"Target Gene"	"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"AT2G19190"	"FRK1"	1	3	3	"Target Gene"	"Encodes a receptor-like protein kinase that is involved in early defense signaling. Expression of this gene is strongly induced during leaf senescence.  It is a target of the transcription factor AtWRKY6."
"AT5G52310"	"LTI78"	1	7	7	"Target Gene"	"cold regulated gene, the 5' region of cor78 has cis-acting regulatory elements that can impart cold-regulated gene expression The mRNA is cell-to-cell mobile."
"AT1G05310"	"AT1G05310"	1	12	12	"Target Gene"	"Pectin lyase-like superfamily protein"
"AT4G13830"	"J20"	3	11	11	"Target Gene"	"DnaJ-like protein (J20)"
"AT2G19990"	"PR-1-LIKE"	1	33	33	"Target Gene"	"Encodes a PR-1-like protein homolog that is differentially expressed in resistant compared to susceptible cultivars by powdery mildew infection. The deduced amino acid sequence has 24 amino acids comprising the signal peptide and 140 amino acids of the mature peptide (15 kDa). Northern blot analysis showed accumulation of the corresponding mRNA 12 h after inoculation of resistant barley cultivars with Erysiphe graminis.  Though the Genbank record for the cDNA associated to this gene model is called 'PR-1', the sequence actually corresponds to PR-1-like.  Expression of this gene is not salicylic-acid responsive."
"AT3G32980"	"AT3G32980"	1	6	6	"Target Gene"	"Peroxidase superfamily protein"
"AT2G39518"	"CASPL4D2"	2	6	6	"Target Gene"	"Uncharacterized protein family (UPF0497)"
"AT2G43330"	"INT1"	2	2	2	"Target Gene"	"Encodes a tonoplast-localized myo-inositol exporter, involved in efflux of myo-inositol from the vacuole to the cytosol. The gene is ubiquitously expressed. Reduced root growth in knock-out mutants grown on low inositol agar medium."
"AT2G24645"	"AT2G24645"	1	6	6	"Target Gene"	"Transcriptional factor B3 family protein"
